Drone1_Distance,Drone2_Distance,Drone3_Distance,Drone4_Distance,Drone5_Distance,Drone6_Distance
1389.4927131870825,2250.0582214689466,581.5995185692643,1377.773566301807,1461.5365202416258,1474.8576202467816
1228.689138879318,1687.498148147132,1463.2993541992698,1504.2157425050436,1489.9077152629286,497.76500479644005
1314.622759577819,1450.1437859743426,1504.3669765054003,1480.284094354864,1244.5481107614924,500.9590801652366
1617.4374794717723,1575.092695684924,2161.594319015481,1523.425416618746,1689.5088043570534,1958.020684262554
1614.8699638051355,1686.7948897242961,1540.0993474448328,1809.176884663299,1646.2651669764505,1678.0360544398322
1708.2567137289407,1566.7960939445823,267.329384841996,1465.8437843099107,606.2186074346448,1633.8007834494388
2369.6345709834673,2275.802495824275,1507.7612543105092,2085.243391069733,2129.25362509965,2372.2010875977608
1707.747346652894,2229.103855812914,1626.5168305308125,1756.3453532833455,1769.0915747919892,1883.3002946954582
1043.4030860602243,599.3705031113893,1535.3765010576396,1586.6962532255504,1656.6140166013324,1716.4661371550562
1514.3031400614607,1495.9562159368168,1505.7921503315124,1503.1333939474566,704.2002556091555,1530.2878814131673
2004.6199140984309,1192.2621356060922,1565.675892386416,337.08307581366347,1521.8570892169869,706.7503095153196
1266.6617543764396,1350.7068519852855,864.6687226909506,1189.7667838698474,556.6255473835171,210.58252539087852
1544.7899533593556,1540.0986981359345,1589.1330970060374,1544.3849908620584,1636.087100370882,1620.240105663355
1498.9729817445009,762.7142321997145,1362.2231828889126,1570.0318468107582,1337.2737191764445,1563.9491679719006
619.3230174957168,604.6461775286436,1223.5113403642813,363.00550960006103,1079.496178779712,1581.0711558940034
1652.769796432643,1602.3161360979923,1565.6979274432217,1131.3818983879846,1259.0671149704451,1511.135334773163
1977.7891697549564,1109.5170120372197,743.8904489237646,2003.213668084361,1556.257690744049,1689.6088304693485
1538.7332452377832,1494.5598014131117,1511.4129151227999,1669.0847791529345,1310.842477187858,1515.8080353395676
1457.1513305075764,1648.2320831727552,1514.9422431234796,1413.5292710092706,2098.012631039194,1665.0888865162724
402.44875450173777,1426.8875218460635,356.9677856613955,166.93112352104984,536.4000372856065,1770.2344477497888
975.0533318747237,1246.7738367482693,773.7086014773262,1296.883186721148,1595.3698630725103,1638.948748436021
1322.137663029081,430.15462336234395,1819.2965673578346,1498.3087131829675,1977.653407450355,1481.0941901175631
1307.985473925456,1418.731828077456,1492.745122249609,1507.7008987196366,1509.2388810257971,1048.9790274357251
1667.7919534522284,1524.7721141206644,1716.1051832565508,1620.5125732310748,1788.4879088213038,1595.117550527233
